,Unnamed: 0,주차장명,도로명주소,완속충전기수,운영시간,"요금(유료=1, 무료=0)",전체충전기수,1시(이용량),3시,5시,7시,9시,11시,13시,15시,17시,19시,21시,23시,cell_xcrd,cell_ycrd
311,311,용인레이크포레 전기차충전소,경기 용인시 수지구 광교호수로 431,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.0841639,37.30260234
312,312,광림남교회 전기차충전소,경기 용인시 기흥구 동백죽전대로 245 입구주차타워 1층,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1560155,37.26328813
313,313,용인한숲시티4단지 전기차충전소,경기 용인시 처인구 남사읍 한숲로 124,7,24,1,7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,127.1755013,37.15911183
314,314,경기 용인시 기흥구 청명산로 51 (저압수용가),경기 용인시 기흥구 청명산로 51,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0901572,37.25864108
315,315,용인역북골드클래스 전기차충전소,경기 용인시 처인구 명지로40번길 35-29,7,24,1,7,4,4,4,4,2,2,1,0,2,2,1,1,127.1844007,37.23082192
316,316,서홍마을벽산블루밍아파트 전기차충전소,경기 용인시 수지구 신봉1로48번길 45,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.0830739,37.32434101
317,317,연원마을현대아파트 전기차충전소,경기 용인시 기흥구 연원로 60,4,24,1,4,0,0,0,0,1,0,0,0,0,0,0,1,127.1121078,37.30270991
318,318,동일하이빌4단지 413동 전기차충전소,경기 용인시 수지구 신봉3로12번길 9,3,24,1,3,0,0,1,0,0,1,1,0,0,0,0,0,127.0648622,37.33021992
319,319,경기도 용인시 처인구 이동읍 원천로 17번길 4 (저압수용가),경기 용인시 처인구 이동읍 원천로17번길 4,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.2084316,37.19325502
320,320,상현마을쌍용아파트A단지 전기차충전소,경기 용인시 수지구 상현로 27,3,24,1,3,2,2,2,2,1,0,0,0,0,0,1,1,127.0765339,37.30340079
321,321,상하동행정복지센터 전기차충전소,경기 용인시 기흥구 어정로 62-23,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1383972,37.27051314
322,322,롯데몰 수지점 전기차충전소,경기 용인시 수지구 성복2로 38,0,24,1,2,0,0,0,0,0,1,1,2,1,1,2,0,127.0816669,37.31279759
323,323,한보라THE HILL 전기차충전소,경기 용인시 기흥구 한보라1로 91,10,24,1,10,0,0,0,0,1.428571429,3.333333333,1.428571429,1.428571429,1.666666667,1.666666667,2,1.666666667,127.1062823,37.24796674
324,324,녹원마을새천년그린빌4단지-3 전기차충전소,경기 용인시 기흥구 새천년로 38,2,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.113492,37.28907933
325,325,우남퍼스트빌아파트 전기차충전소,"경기 용인시 처인구 금학로 91 제1,2,3,4 주차장 지하1층",7,24,1,7,2,1,0,0,0,0,0,0,0,0,1,1,1.27E+15,37.2401836
326,326,지오렌터카 신갈점 전기차충전소,경기 용인시 기흥구 신갈동 552,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0971513,37.29057049
327,327,올콘텐츠 전기차충전소,경기 용인시 처인구 모현읍 문현로 348,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.2463642,37.33706664
328,328,성복동주민센터 전기차충전소,경기 용인시 수지구 성복1로 100,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0690037,37.31648737
329,329,새터마을모아미래도 전기차충전소,경기 용인시 수지구 대지로 127,3,24,1,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,127.1225301,37.3306509
330,330,수지자이2차아파트 1 전기차충전소,경기 용인시 수지구 성복2로 184,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.0673642,37.31911834
331,331,흥덕유타워 지식산업센터관리단 전기차충전소,경기 용인시 기흥구 흥덕중앙로 120,5,24,1,5,1.25,1,1,1,1,1,1,1,2.5,2.5,1,2,127.0800971,37.27489022
332,332,진산마을 삼성5차아파트 입주자대표회의,경기 용인시 수지구 진산로 90,4,24,1,5,1,1,1,1,2,0,0,2,0,0,0,1,127.0968957,37.31681985
333,333,경기 용인시 처인구 모현읍 왕림로 68-20 (저압수용가),경기 용인시 처인구 모현읍 왕림로 68-20,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1825518,37.34378892
334,334,상현2동행정복지센터 전기차충전소,경기 용인시 수지구 만현로 48,0,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.0865294,37.31036044
335,335,기흥삼정아파트 전기차충전소,경기 용인시 기흥구 사은로 64 101동 입구주차장,4,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,127.1125633,37.25509252
336,336,동일하이빌4단지 405동 전기차충전소,경기 용인시 수지구 신봉3로12번길 9,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,1,127.0648622,37.33021992
337,337,용인한숲시티4단지405동 전기차충전소,경기 용인시 처인구 남사읍 한숲로 124,2,24,1,2,0,0,0,0,0,0,0,0,1,1,1,1,127.1755013,37.15911183
338,338,용인 동백테라스 전기차충전소,경기 용인시 기흥구 동백동 589,0,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1646952,37.27923424
339,339,포곡읍사무소 전기차충전소,경기 용인시 처인구 포곡읍 포곡로 258 입구 왼쪽 주차장 끝부지,0,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,127.2308231,37.27781781
340,340,대웅제약 전기차충전소,경기 용인시 처인구 포곡읍 두계로 35,0,9,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.2366965,37.28002546
341,341,수지벽산1단지아파트1 P1주차장 전기차충전소,경기 용인시 수지구 용구대로2771번길 68,2,24,1,2,0,0,0,0,1,0,0,1,1,1,0,0,127.1068422,37.33641369
342,342,수지푸르지오월드마크상가 전기차충전소,경기 용인시 수지구 포은대로 467,4,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,127.1008176,37.3236037
343,343,서농도서관 전기차충전소,경기 용인시 기흥구 서천동 748,0,24,1,2,1,1,1,0,0,0,0,0,2,2,0,0,127.069141,37.23779127
344,344,용인휴먼시아8단지 전기차충전소,경기 용인시 기흥구 동백8로131번길 9 2802동 1주차장 기둥16,6,24,1,6,5,5,5,4,4,2,2,1,1,1,2,2,127.1644425,37.28285803
345,345,구갈동주민센터 전기차충전소,경기 용인시 기흥구 강남로 23,0,9,1,1,0,0,0,0,0,0,0,0,1,1,0,0,127.1275882,37.27242458
346,346,6단지상록아파트 전기차충전소,경기 용인시 수지구 풍덕천로 33,4,24,1,4,3,3,2,1,0,0,0,0,0,0,1,2,127.0864787,37.31891832
347,347,이스트팰리스3단지 1301동 전기차충전소,경기 용인시 수지구 동천로135번길 21 지하A1 045,3,24,1,3,1,1,1,1,0,0,0,0,1,1,1,1,127.0874245,37.33402929
348,348,성동마을LG빌리지6차아파트1 전기차충전소,경기 용인시 수지구 성복2로 158,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.0708408,37.31913154
349,349,신정마을9단지 907동 전기차충전소,경기 용인시 수지구 풍덕천로 76 제4주차장 907동쪽,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,1,127.090878,37.31997473
350,350,동백라온프라이빗테라스파크 전기차충전소,경기 용인시 기흥구 동백8로 160,2,24,1,2,1,1,1,1,0,0,0,0,0,0,0,0,127.1661449,37.28058251
351,351,신갈동주민센터 전기차충전소,경기 용인시 기흥구 신갈로58번길 11,0,9,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.1067678,37.27260603
352,352,수지풍덕천한샘더랜드마크 전기차충전소,경기 용인시 수지구 포은대로 477,3,24,1,3,1,1,0,0,0,0,0,0,0,0,0,0,127.1018261,37.32409029
353,353,용인시 수지CJ빌리지 전기차충전소,경기 용인시 수지구 수풍로 62 지하1층,2,24,1,2,1,1,1,1,0,0,0,0,0,0,0,0,127.0937499,37.32949523
354,354,이스트팰리스3단지 1305동 전기차충전소,경기 용인시 수지구 동천로135번길 21 1305동 지하C2 003,3,24,1,3,1,1,1,1,1,0,0,0,1,1,0,0,127.0874245,37.33402929
355,355,세이브솔라 전기차충전소,경기 용인시 처인구 양지면 주북리 산 44,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.2559427,37.25453836
356,356,기흥역롯데캐슬레이시티 A동 전기차충전소,경기 용인시 기흥구 기흥역로 9 A동 BF4,3,24,1,3,2,2,2,2,2,2,2,2,0,0,2,3,127.1153373,37.27482184
357,357,EV충전소 용인IC셀프주유소 전기차충전소,경기 용인시 처인구 백옥대로 1410,0,15,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.2130945,37.26088474
358,358,효성해링턴플레이스 전기차충전소,경기 용인시 기흥구 덕영대로2077번길 33,2,14,1,2,2,2,1,1,1,1,2,0,1,1,1,2,127.0956987,37.26648211
359,359,현대성우5차아파트 전기차충전소,경기 용인시 수지구 상현로 119-6 101동~104동,12,24,1,12,4,4,0,0,0,0,0,0,0,0,0,0,127.0838966,37.30953221
360,360,동일하이빌4단지 전기차충전소,경기 용인시 수지구 신봉3로12번길 9,3,24,1,3,1,1,0,0,0,0,0,0,0,0,0,0,127.0648622,37.33021992
361,361,서원마을금호베스트빌5단지아파트,경기 용인시 수지구 심곡로 16 제2주차장 지하1층 58,6,24,1,4,2,2,2,2,2,2,2,2,2,2,2,2,127.0785778,37.30776812
362,362,죽현마을아이파크1차6주차장 전기차충전소,경기 용인시 기흥구 보정로 87,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.113298,37.31744114
363,363,동일하이빌1차아파트 전기차충전소,경기 용인시 기흥구 구성로 105-15,4,24,1,4,3,3,3,3,2,2,1,2,0,0,0,0,127.1253618,37.2947865
364,364,용인한보라4단지아파트 전기차충전소,경기 용인시 기흥구 한보라1로43번길 23,5,24,1,5,2,1,1,0,0,0,0,0,0,0,1,1,127.1107616,37.25026579
365,365,기후변화체험센터 전기차충전소,경기 용인시 처인구 동부로162번길 14,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.2228402,37.222622
366,366,처인구청 전기차충전소,경기 용인시 처인구 금령로 50,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.2013372,37.23437996
367,367,더테라스힐1차 전기차충전소,경기 용인시 수지구 동천로 344,0,24,1,1,1,1,1,1,1,1,1,1,0,0,1,1,127.0682243,37.34241718
369,369,경기 용인시 수지구 신봉1로301번길 6 (저압수용가),경기 용인시 수지구 신봉1로301번길 6,0,3,1,1,1,1,1,0,0,0,0,0,0,0,1,1,127.0561687,37.33209293
370,370,현대글로비스 전기차충전소,경기 용인시 처인구 남사읍 경기동로 316 현대리바트 내 물류창고 도크,0,24,1,9,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,127.1599226,37.13881302
371,371,교동마을신창아파트 전기차충전소,경기 용인시 기흥구 마북로 186,0,24,1,1,1,1,0,1,1,1,0,0,0,0,0,0,127.1267807,37.30545903
372,372,신정마을9단지 903동 전기차충전소,경기 용인시 수지구 풍덕천로 76,0,24,1,1,0,0,0,0,0,0,0,0,1,1,0,0,127.090878,37.31997473
373,373,만현마을10단지아파트 전기차충전소,경기 용인시 수지구 상현로 142 1002동쪽 지하 1층 32번 ~ 33번 기둥 주변 6대,6,24,1,6,5,5,5,4,4,3,2,3,2,2,3,4,127.0850953,37.31074901
374,374,한국지엠명지서비스 전기차충전소,경기 용인시 처인구 명지로 254,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.2022325,37.22695958
375,375,수지현대성우3차아파트 전기차충전소,경기 용인시 수지구 상현로 88 284동 지하2층,5,24,1,5,2,1,1,1,0,0,0,0,1,1,1,1,127.083431,37.3032525
376,376,용인LG자이1단지 전기차충전소,경기 용인시 기흥구 보정로 88,3,24,1,3,0,0,0,0,0,0,0,1,0,0,0,0,127.1160373,37.31756535
377,377,스테이타워 전기차충전소,경기 용인시 기흥구 중부대로 382,0,9,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.1094185,37.2716631
378,378,심곡마을광교힐스테이트 전기차충전소,경기 용인시 수지구 수지로 75,6,24,1,4,2,2,2,2,2,2,2,2,2,2,2,2,127.0727258,37.3090507
379,379,용인행정타운 두산위브2단지 전기차충전소,경기 용인시 처인구 지삼로590번길 9 두산위브2단지아파트 지하주차장,8,24,1,8,4,4,4,4,4,4,4,4,4,4,4,4,127.1673544,37.24045229
380,380,경기용인 대명레이크빌아파트 1 전기차충전소,경기 용인시 기흥구 덕영대로2077번길 55,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.0922127,37.26533902
381,381,진산마을삼성래미안7차아파트5 전기차충전소,경기 용인시 수지구 진산로34번길 29,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0958818,37.31520422
382,382,경기용인 물푸레마을경남아너스빌아파트1,경기 용인시 기흥구 구성로 470 402동 지하2층,2,24,1,2,1,1,1,0,0,0,0,0,0,0,0,0,127.1536015,37.29708709
383,383,기흥힉스유타워아파트 전기차충전소,경기 용인시 기흥구 중부대로 184,5,24,1,5,3,3.75,3.75,5,3.75,1.25,0,0,0,0,2.5,1.25,127.0906894,37.26916133
384,384,만현마을 롯데캐슬1 전기차충전소,경기 용인시 수지구 만현로 25,4,24,1,4,3,3,1,0,0,0,1,0,0,0,0,1,127.0900731,37.31121783
385,385,기아 신갈지점 전기차충전소,경기 용인시 기흥구 용구대로 2253,2,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1081276,37.28808275
386,386,동백금호어울림타운하우스 전기차충전소,경기 용인시 기흥구 동백4로 27 B1F B05,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.1539595,37.27272138
387,387,수원동마을쌍용스윗닷홈2단지 전기차충전소,경기 용인시 기흥구 중부대로788번길 15 B1F 09,0,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.1412527,37.2561441
389,389,모현읍행정복지센터 전기차충전소,경기 용인시 처인구 모현읍 갈담리 309,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.2424978,37.32945525
390,390,기흥역롯데캐슬레이시티 B동 전기차충전소,경기 용인시 기흥구 기흥역로 9 B동 BF4,3,24,1,3,2,2,3,3,2,2,0,2,1,1,1,1,127.1153373,37.27482184
391,391,이마트 죽전점 전기차충전소,경기 용인시 수지구 포은대로 552 본관 3층 B1구역,2,14,1,2,0,0,0,0,0,0,0,1,1,1,0,0,127.1099743,37.32533399
392,392,송전마을세광엔리치타워 전기차충전소,경기 용인시 처인구 이동읍 경기동로705번길 30,10,24,1,10,4,4,4,4,3,1,2,2,2,2,3,4,127.2011481,37.13941323
393,393,래미안이스트팰리스3단지아파트 전기차충전소,경기 용인시 수지구 동천로135번길 21 F1 008,0,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.0874245,37.33402929
394,394,민속마을 쌍용아파트 2 전기차충전소,경기 용인시 기흥구 사은로126번길 10,2,24,1,2,1,1,0,0,0,0,0,0,1,1,0,0,127.1175604,37.25168658
395,395,신동백두산위브더제니스상가 전기차충전소,경기 용인시 기흥구 동백죽전대로 507,0,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1506085,37.28302466
396,396,더테라스힐2차 전기차충전소,경기 용인시 수지구 동천로 344,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0682243,37.34241718
397,397,서천마을1단지 전기차충전소,경기 용인시 기흥구 서천서로 27 P1주차장 지하1층 055,5,24,1,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,127.0713145,37.24006431
398,398,극동임광아파트입주자대표회의 전기차충전소,경기 용인시 수지구 정평로 73,4,24,1,4,2,2,3,3,3,1,1,1,1.333333333,1.333333333,2,2,127.0891961,37.32254431
399,399,만현마을8단지두산위브아파트802동,경기 용인시 수지구 만현로 127,3,24,1,3,0,0,0,0,0,0,0,0,0,0,1,2,127.0877119,37.3045669
400,400,광교경남아너스빌 전기차충전소,경기 용인시 수지구 광교마을로 2,6,24,1,4,2,2,2,2,2,2,2,2,2,2,2,2,127.0674322,37.29858353
401,401,현대파인빌리지 202동 전기차충전소,경기 용인시 수지구 이현로 105,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0924254,37.31145588
402,402,용인시청 전기차충전소,경기 용인시 처인구 중부대로 1199 지하1층 주차장 가03 기둥옆,4,24,1,4,2,2,2,2,2,0,0,0,0,0,0,0,127.1779684,37.24086733
403,403,어정마을 서희삼정아파트 전기차충전소,경기 용인시 기흥구 언동로 193-26,10,24,1,10,5,5,5,5,5,5,5,5,5,5,5,5,127.1446221,37.2793066
404,404,서천2차아이파크605동 전기차충전소,경기 용인시 기흥구 서천동로21번길 11-22,5,24,1,5,1,1,0,0,1,0,0,1,0,0,1,2,127.0768054,37.24043868
405,405,초당마을현진에버빌5201동 전기차충전소,경기 용인시 기흥구 동백중앙로 73,3,24,1,3,2,2,1,0,0,1,1,2,0,0,2,2,127.1598553,37.26253136
406,406,한보라9단지 전기차충전소,경기 용인시 기흥구 한보라2로 167,6,16,1,7,2,1,1,0,0,1,0,1,0,0,0,0,127.1079177,37.24237257
407,407,벽산첼시빌2아파트9 전기차충전소,경기 용인시 수지구 성복1로 107,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0653837,37.31472754
408,408,오토허브 전기차충전소,경기 용인시 기흥구 중부대로 242,0,11,1,1,0,0,0,0,0,0,0,1,0,0,1,0,127.0932438,37.26946876
409,409,금화마을주공5단지아파트 전기차충전소,경기 용인시 기흥구 금화로82번길 17,9,24,1,9,1,0,0,0,0,0,0,0,1,1,0,0,127.111793,37.26619445
410,410,신흥덕롯데캐슬레이시티5 전기차충전소,경기 용인시 기흥구 신정로 25 지하3층 162번 기둥,9,24,1,9,0,0,0,0,0,0,0,0,0,0,0,0,127.1014314,37.27309548
411,411,남사읍행정복지센터 전기차충전소,경기 용인시 처인구 남사읍 내기로 22 지상1층주차장,0,24,1,1,0,0,0,1,0,0,0,0,0,0,1,0,127.1505036,37.11568157
412,412,경기 용인시 수지구 신봉1로172번길 38 (저압수용가),경기 용인시 수지구 신봉1로172번길 38,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0708176,37.33104266
413,413,용인시 내대지마을진흥더블파크 전기차충전소,경기 용인시 수지구 죽전로254번길 29,6,24,1,6,0,0,0,0,0,0,0,0,0,0,0,0,127.1316079,37.33324279
414,414,벽산첼시빌2차아파트1 전기차충전소,경기 용인시 수지구 성복1로 107,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.0653837,37.31472754
415,415,용인시 용인수하림 전기차충전소,경기 용인시 처인구 포곡읍 석성로 1051,0,24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,127.2124097,37.27475045
416,416,삼익아파트 전기차충전소,경기 용인시 기흥구 신갈로124번길 3 101동 B2,5,24,1,5,1.666666667,0,0,0,0,0,0,0,0,0,1.666666667,3.333333333,127.106076,37.27836664
417,417,벽산첼시빌2차아파트2 전기차충전소,경기 용인시 수지구 성복1로 107 502동 P2주차장 B1 6번기둥,3,24,1,3,1,0,0,0,0,0,0,0,0,0,1,1,127.0653837,37.31472754
418,418,성동마을LG빌리지6차아파트 6 전기차충전소,경기 용인시 수지구 성복2로 158,2,24,1,2,0,0,0,0,0,0,1,0,0,0,0,1,127.0708408,37.31913154
419,419,성북역서희스타힐스 전기차충전소,경기 용인시 수지구 성복1로 80,2,24,1,2,2,2,1,1,1,1,1,1,0,0,1,1,127.071268,37.31567266
420,420,현대필그린아파트 전기차충전소,경기 용인시 기흥구 마북로 139 105동 지하 2층,8,24,1,8,4,4,4,4,4,4,4,4,4,4,4,4,127.1202395,37.30276013
421,421,역북신원아침도시아파트 전기차충전소,경기 용인시 처인구 낙은로 11,3,24,1,3,1,1,1,1,1,1,1,0,0,0,0,0,127.1973178,37.23857046
422,422,도담마을7단지뜨리에체아파트 전기차충전소,경기 용인시 수지구 푸른솔로 49,5,24,1,5,2,2,2,2,2,2,0,0,1,1,1,1,127.1150845,37.324765
423,423,참솔마을 월드메르디앙아파트 전기차충전소,경기 용인시 기흥구 동백죽전대로 283 지하1층,5,24,1,5,3,3,1,1,0,1.666666667,0,0,0,0,1,1,127.1539545,37.26330443
424,424,총신대학교 신학대학원 전기차충전소,경기 용인시 처인구 양지면 학촌로 110,2,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.3001085,37.24860492
425,425,성동마을엘지빌리지1차 전기차충전소,경기 용인시 수지구 성복2로 86,5,24,1,5,1,1,0,0,0,1,2,1,0,0,1,1,127.0752888,37.31695333
426,426,메종블루아 103동 전기차충전소,경기 용인시 기흥구 동탄기흥로785번길 32,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,1,127.0983919,37.22863378
427,427,두진아파트 전기차충전소,경기 용인시 기흥구 덕영대로2077번길 8,4,24,1,4,1,1,0,0,0,0,1,0,0,0,2,2,127.0958552,37.26903346
428,428,연원마을삼성명가타운-108동 전기차충전소,경기 용인시 기흥구 용구대로 2460,3,24,1,3,0,0,0,0,0,0,0,0,0,0,1,1,127.1073057,37.30497344
429,429,풍덕천2동주민센터 전기차충전소,경기 용인시 수지구 풍덕천로 51,0,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,127.0887777,37.31946228
430,430,갈현현대홈타운505동 전기차충전소,경기 용인시 기흥구 관곡로 16,2,24,1,2,1,1,0,0,0,0,1,1,1,1,1,1,127.1065511,37.281157
431,431,신봉자이1차1 전기차충전소,경기 용인시 수지구 신봉2로 26 지하1층,3,24,1,3,1,1,1,1,1,1,2,2,1,1,2,2,127.0776994,37.32544555
432,432,단국대학교 죽전캠퍼스 전기차충전소,경기 용인시 수지구 죽전로 152,6,24,1,4,2,2,2,2,2,0,2,2,2,2,2,2,127.1325359,37.32119387
433,433,신정마을현대프라임3 전기차충전소,경기 용인시 수지구 정평로 89,3,24,1,3,0,0,0,0,0,0,0,0,0,0,2,1,127.089396,37.32341897
434,434,휴맥스이브이 영문공장 전기차충전소,경기 용인시 처인구 영문로 2,0,24,1,4,2,2,2,2,2,2,2,2,2,2,2,2,127.2110634,37.26772259
435,435,LG빌리지6차아파트612동 전기차충전소,경기 용인시 수지구 성복2로 158,2,24,1,2,2,2,2,2,2,1,0,0,0,0,0,0,127.0708408,37.31913154
436,436,삼성래미안아파트 전기차충전소,경기 용인시 기흥구 한보라1로64번길 22,4,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,127.1068064,37.25231939
437,437,신봉자이2차2 전기차충전소,경기 용인시 수지구 신봉2로 72 지하1층,6,24,1,6,3,3,3,3,2,1,1,0,1,1,2,2,127.0730062,37.3285206
438,438,메종블루아 102동 전기차충전소,경기 용인시 기흥구 동탄기흥로785번길 31,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0982709,37.2278552
439,439,예아리박물관 전기차충전소,경기 용인시 처인구 백암면 원설로270번길 25,2,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.3642612,37.14132389
440,440,벽산첼시빌2차아파트8 전기차충전소,경기 용인시 수지구 성복1로 107,3,24,1,3,0,0,0,0,0,0,0,0,0,0,1,0,127.0653837,37.31472754
441,441,교동마을LG자이아파트 전기차충전소,경기 용인시 기흥구 마북로 182 제2지하주차장 지하1층 기둥 6,12,24,1,12,0,0,0,0,3,0,0,0,3,3,6,6,127.1265208,37.30460521
442,442,효성해링턴플레이스5 B5 전기차충전소,경기 용인시 기흥구 덕영대로2077번길 33,5,24,1,5,1,1,1,1,0,0,0,0,0,0,0,0,127.0956987,37.26648211
443,443,자봉마을써니밸리아파트1 전기차충전소,경기 용인시 기흥구 사은로 274-22,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.1342596,37.2507075
444,444,초당마을현진에버빌 5204동 전기차충전소,경기 용인시 기흥구 동백중앙로 73,2,24,1,2,1,1,0,0,0,0,1,2,1,1,1,0,127.1598553,37.26253136
446,446,임원마을영화1차1 전기차충전소,경기 용인시 처인구 경안천로256번길 47-16,2,24,1,2,1,0,0,0,0,0,0,0,0,0,2,2,127.2268275,37.25347817
447,447,성산마을신영지웰아파트4 전기차충전소,경기 용인시 기흥구 동백5로 41,4,24,1,4,1.333333333,4,4,4,4,1.333333333,2.666666667,2.666666667,0,0,1.333333333,2.666666667,127.1548905,37.2759194
449,449,벽산4단지아파트 전기차충전소,경기 용인시 수지구 용구대로2801번길 41,6,9,1,6,1,1,1,1,1,1,1,1,0,0,1,3,127.1047376,37.33428464
450,450,경기용인 수지센트럴아이파크2주차장,경기 용인시 수지구 상현로 101,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.0833161,37.30762081
451,451,경기용인 광교마을45단지1 전기차충전소,경기 용인시 수지구 광교마을로 11,4,24,1,4,1,1,0,0,0,0,0,0,0,0,3,4,127.0634898,37.29807834
452,452,용인 (주)선진하우징(골든풍산리치안오피스텔),경기 용인시 수지구 광교중앙로296번길 4,2,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.0696362,37.2960425
453,453,강남마을한라비발디 전기차충전소,경기 용인시 기흥구 강남동로 128,10,24,1,10,3,3,3,3,2,1,1,2,2,2,5,6,127.1371749,37.27643214
454,454,피엘웍스 전기차충전소,경기 용인시 기흥구 한일로 12-18,2,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1030423,37.24489353
455,455,만현마을8단지두산위브아파트807동,경기 용인시 수지구 만현로 127,3,24,1,3,1,1,0,0,0,0,0,0,0,0,1,1,127.0877119,37.3045669
456,456,물푸레마을경남아너스빌아파트2 전기차충전소,경기 용인시 기흥구 구성로 470 403동 지하1층,0,24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,127.1536015,37.29708709
457,457,동천마을현대2차홈타운 전기차충전소,경기 용인시 수지구 동천로63번길 10 제2주차장 B1F D117,4,24,1,4,2,2,2,2,2,2,2,2,2,2,2,2,127.0973566,37.33846244
458,458,광교푸르지오시티3단지 전기차충전소,경기 용인시 수지구 광교중앙로296번길 14 지하3층주차장,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.0701725,37.29713604
459,459,수지푸르지오월드마크아파트 전기차충전소,경기 용인시 수지구 포은대로 467 지하3층 C06,5,24,1,5,0,0,0,0,0,0,0,,2,2,0,1,127.1008176,37.3236037
460,460,기흥벽산블루밍아파트 전기차충전소,경기 용인시 기흥구 고매로43번길 32-2,2,24,1,2,0,1,2,0,0,0,0,,0,0,0,0,127.1175449,37.23250182
461,461,역북2단지우남퍼스트빌 전기차충전소,경기 용인시 처인구 낙은로 59,5,24,1,5,5,5,5,3,1,2,3,4,4,4,4,3,127.1966794,37.24152361
462,462,금화마을주공4단지1 전기차충전소,경기 용인시 기흥구 금화로58번길 10,2,24,1,2,0,0,0,0,0,0,0,1,0,0,1,1,127.1095185,37.26216144
463,463,수원동마을쌍용아파트 전기차충전소,경기 용인시 기흥구 중부대로788번길 20,10,24,1,10,8,8,8,7,4,3,3,4,3,3,5,6,127.1371117,37.25743565
464,464,어정마을동백아이파크 전기차충전소,경기 용인시 기흥구 언동로217번길 11,5,24,1,5,0,0,0,0,0,1,0,0,0,0,0,1,127.1447356,37.27710009
